25	9	26	0
129	0	130	0
77	41	142	0
19	5	42	0
411	0	412	0
305	6	66	0
232	0	121	0
164	1	62	0
64	76	428	0
194	47	80	0
484	0	485	0
425	15	424	0
38	47	346	0
27	10	28	0
56	13	57	0
80	47	194	0
297	1	216	0
41	2	162	0
262	5	263	0
110	31	106	0
50	42	145	0
416	47	400	0
450	5	448	0
63	20	65	0
266	15	115	0
42	1	403	0
97	2	98	0
314	0	316	0
52	27	82	0
19	14	40	0
32	2	33	0
445	1	70	0
16	6	18	0
249	0	250	0
21	7	22	0
50	31	397	0
19	36	280	0
381	38	382	0
80	0	1	0
466	0	471	0
123	0	124	0
221	41	53	0
318	47	53	0
55	18	56	0
233	0	234	0
63	5	141	0
314	0	339	0
129	39	5	0
400	47	416	0
466	0	470	0
172	45	191	0
321	17	115	0
175	5	176	0
73	6	80	0
137	2	56	0
105	12	106	0
102	28	103	0
191	2	65	0
16	80	497	0
16	8	17	0
284	0	285	0
152	11	153	0
28	57	63	0
320	8	81	0
311	19	57	0
120	37	42	0
313	17	272	0
326	1	15	0
122	4	128	0
425	32	424	0
279	0	280	0
66	20	504	0
204	8	205	0
455	0	414	0
106	32	110	0
63	20	64	0
346	47	344	0
373	77	38	0
206	28	207	0
96	32	95	0
38	6	80	0
19	0	283	0
122	5	391	0
418	0	419	0
434	0	433	0
2	0	3	0
154	19	92	0
145	5	263	0
461	32	460	0
111	31	106	0
151	19	57	0
400	0	70	0
407	6	391	0
14	20	26	0
401	19	57	0
444	47	406	0
139	8	140	0
79	19	135	0
217	6	55	0
331	0	206	0
83	28	84	0
56	13	63	0
95	31	96	0
173	0	199	0
115	12	116	0
320	47	319	0
79	28	63	0
56	13	135	0
87	2	84	0
218	15	219	0
243	57	244	0
190	45	220	0
394	6	189	0
125	28	42	0
417	1	406	0
172	48	191	0
346	47	38	0
150	5	151	0
35	32	182	0
414	72	391	0
229	5	289	0
261	32	260	0
38	23	122	0
406	8	478	0
38	23	72	0
352	31	351	0
197	49	66	0
332	8	333	0
5	6	235	0
91	1	227	0
21	12	34	0
373	0	216	0
427	15	429	0
148	5	149	0
189	0	395	0
38	47	345	0
424	31	425	0
187	28	188	0
245	20	246	0
146	20	147	0
385	8	386	0
353	0	354	0
53	15	221	0
44	0	122	0
19	34	122	0
115	63	57	0
306	15	50	0
414	2	122	0
408	6	112	0
157	8	48	0
379	15	378	0
97	5	198	0
319	41	320	0
23	0	39	0
221	20	65	0
206	28	330	0
80	20	38	0
366	12	368	0
356	68	358	0
29	11	30	0
44	20	389	0
391	33	122	0
0	26	67	0
182	31	35	0
76	2	77	0
156	0	56	0
19	14	483	0
19	36	390	0
182	2	494	0
