55	0	215	0
345	47	344	0
415	0	38	0
332	8	333	0
371	6	222	0
42	19	70	0
391	33	122	0
65	20	309	0
326	1	15	0
38	41	122	0
12	4	13	0
44	1	389	0
42	4	70	0
122	15	44	0
326	4	234	0
42	40	384	0
63	25	236	0
266	15	115	0
208	40	209	0
211	22	212	0
141	28	135	0
56	13	476	0
44	20	389	0
241	56	240	0
23	0	39	0
106	32	110	0
444	47	406	0
302	40	303	0
44	1	382	0
158	15	67	0
282	25	281	0
154	19	92	0
80	58	38	0
236	25	63	0
32	2	33	0
398	52	391	0
42	6	454	0
63	20	64	0
453	6	70	0
25	5	15	0
480	0	70	0
217	6	55	0
83	28	84	0
385	8	386	0
53	47	221	0
88	5	308	0
310	6	65	0
397	32	50	0
97	5	307	0
406	8	478	0
271	0	272	0
256	47	254	0
453	0	454	0
450	5	448	0
408	6	112	0
374	28	375	0
139	8	140	0
379	15	378	0
249	0	250	0
373	77	38	0
182	45	336	0
328	0	329	0
125	28	42	0
326	0	16	0
267	8	268	0
21	0	50	0
287	32	435	0
44	4	389	0
306	32	50	0
135	14	79	0
261	0	260	0
137	2	505	0
347	0	339	0
56	19	63	0
19	36	390	0
254	59	255	0
373	0	216	0
474	4	475	0
166	8	167	0
65	5	309	0
106	32	111	0
321	17	322	0
388	70	239	0
401	19	57	0
8	2	9	0
326	0	495	0
439	28	187	0
462	37	461	0
150	5	151	0
286	0	287	0
317	28	122	0
135	5	79	0
79	6	66	0
137	40	56	0
122	2	42	0
1	15	67	0
122	8	44	0
125	53	42	0
344	47	346	0
19	36	280	0
178	0	179	0
264	28	265	0
238	0	239	0
463	0	465	0
456	15	457	0
198	52	222	0
93	19	57	0
397	47	406	0
6	1	227	0
314	0	339	0
55	22	56	0
115	4	63	0
42	1	403	0
318	47	53	0
463	5	465	0
80	60	65	0
394	6	189	0
4	1	5	0
97	29	198	0
482	0	122	0
67	31	157	0
63	6	216	0
41	14	40	0
221	51	63	0
47	73	430	0
466	0	458	0
63	22	56	0
402	8	42	0
406	47	397	0
19	5	125	0
343	19	57	0
352	31	351	0
180	0	181	0
259	0	260	0
64	60	50	0
340	47	341	0
38	65	80	0
55	78	472	0
189	0	395	0
5	6	235	0
213	47	214	0
40	1	70	0
458	43	459	0
157	8	48	0
353	0	354	0
125	36	42	0
269	60	270	0
77	41	142	0
16	80	497	0
66	54	38	0
439	40	440	0
321	17	115	0
122	0	389	0
427	15	428	0
417	1	406	0
98	49	66	0
80	47	194	0
173	0	172	0
484	0	485	0
0	0	101	0
40	13	41	0
498	0	6	0
