173	0	199	0
106	32	109	0
200	2	201	0
406	0	70	0
387	0	122	0
314	0	316	0
4	1	5	0
38	6	80	0
53	41	221	0
100	33	42	0
221	41	53	0
397	0	70	0
166	8	167	0
38	23	72	0
294	62	79	0
67	31	157	0
19	34	122	0
192	40	193	0
383	6	80	0
322	17	321	0
63	20	65	0
317	28	122	0
65	5	198	0
494	28	182	0
379	15	378	0
28	22	63	0
139	17	365	0
302	40	303	0
157	8	0	0
141	13	135	0
500	58	501	0
38	41	122	0
44	20	389	0
445	1	70	0
56	13	137	0
346	20	38	0
453	0	454	0
405	71	42	0
391	33	122	0
228	0	229	0
502	65	500	0
122	5	446	0
256	47	254	0
359	8	360	0
122	8	44	0
56	19	63	0
175	5	176	0
444	47	406	0
456	15	457	0
254	47	256	0
86	0	84	0
221	15	122	0
56	13	63	0
427	15	428	0
352	31	351	0
10	1	8	0
320	47	319	0
216	22	79	0
156	0	56	0
42	1	280	0
35	32	182	0
191	2	65	0
466	0	470	0
55	0	56	0
64	15	115	0
206	40	330	0
8	41	9	0
115	12	116	0
19	0	283	0
273	0	274	0
213	47	214	0
397	1	42	0
126	4	127	0
55	22	56	0
312	20	25	0
60	21	61	0
348	48	339	0
135	5	79	0
406	47	397	0
29	0	31	0
48	67	50	0
249	0	250	0
42	28	122	0
286	0	287	0
361	8	362	0
55	8	79	0
53	47	318	0
64	76	428	0
10	3	11	0
410	15	122	0
131	6	5	0
326	0	495	0
137	40	56	0
68	15	122	0
42	1	403	0
1	22	66	0
16	0	25	0
25	5	15	0
122	5	391	0
321	17	322	0
172	48	191	0
243	57	244	0
56	13	476	0
53	8	221	0
311	19	57	0
463	0	465	0
254	47	253	0
262	5	263	0
63	10	75	0
1	2	68	0
326	0	16	0
383	58	38	0
307	6	65	0
122	2	42	0
229	5	289	0
56	19	135	0
450	5	448	0
16	80	497	0
455	0	414	0
53	8	299	0
324	17	115	0
73	6	75	0
77	20	38	0
53	15	221	0
479	15	42	0
122	15	380	0
155	19	92	0
44	15	122	0
261	57	260	0
67	8	0	0
355	64	342	0
143	0	144	0
431	13	264	0
416	47	400	0
135	14	56	0
374	28	375	0
425	15	424	0
56	19	57	0
198	52	222	0
463	5	464	0
261	0	260	0
260	31	261	0
162	44	122	0
112	5	113	0
122	23	38	0
168	1	169	0
97	29	198	0
229	9	245	0
32	2	33	0
211	22	212	0
119	36	97	0
407	6	391	0
19	29	42	0
55	1	79	0
223	6	222	0
32	4	62	0
319	47	320	0
306	32	50	0
314	0	339	0
63	14	56	0
35	0	36	0
8	2	9	0
79	6	141	0
95	31	96	0
499	81	57	0
442	76	383	0
19	38	42	0
122	8	298	0
35	0	37	0
221	51	63	0
38	65	80	0
5	6	235	0
42	28	452	0
486	27	487	0
134	28	138	0
380	29	50	0
38	47	346	0
115	15	64	0
463	5	465	0
0	0	66	0
18	6	25	0
420	6	421	0
79	50	63	0
125	53	42	0
300	0	63	0
129	39	5	0
276	0	216	0
320	8	81	0
23	1	24	0
63	22	56	0
125	40	42	0
47	73	430	0
126	0	127	0
73	6	80	0
52	27	82	0
409	0	19	0
15	19	57	0
0	0	101	0
56	13	57	0
157	0	0	0
418	0	419	0
146	20	147	0
311	6	38	0
44	1	389	0
507	0	508	0
345	47	344	0
164	1	165	0
79	51	137	0
122	66	38	0
44	1	382	0
19	5	382	0
0	22	66	0
238	0	239	0
466	0	458	0
344	65	80	0
80	19	63	0
498	8	375	0
255	59	254	0
12	4	13	0
383	76	442	0
267	8	268	0
137	2	56	0
40	67	42	0
145	5	263	0
219	12	50	0
157	32	67	0
356	68	358	0
482	0	122	0
279	0	280	0
356	20	357	0
42	44	122	0
347	0	339	0
42	40	384	0
17	51	16	0
48	16	49	0
415	0	38	0
245	20	246	0
69	1	71	0
463	0	458	0
19	69	122	0
98	49	66	0
79	19	216	0
79	28	63	0
171	28	172	0
98	6	80	0
14	20	26	0
137	14	56	0
55	0	63	0
123	0	124	0
342	8	432	0
301	0	25	0
307	82	65	0
236	25	63	0
328	0	329	0
269	60	270	0
344	47	346	0
80	77	38	0
141	28	135	0
122	0	389	0
204	8	205	0
28	57	63	0
183	28	441	0
2	0	3	0
80	67	38	0
53	61	221	0
